Protocol, Host, URL, Content-Type
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/136.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/137.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/138.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/139.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/140.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/141.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/142.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/143.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/144.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/145.webp, image/webp
HTTP/1.1, web.whatsapp.com, https://web.whatsapp.com/emoji/v1/15/1/2/sprite/w/40/146.webp, image/webp
HTTP/1.1, media-doh1-1.cdn.whatsapp.net, https://media-doh1-1.cdn.whatsapp.net/v/t61.24694-24/422375769_750268153762605_261492645550639967_n.jpg?ccb=11-4&oh=01_Q5AaIHCBp6LrN7kJDuERtbLAIvGf4q1YwsJCObQLs86N3AWA&oe=6635DF7E&_nc_sid=e6ed6c&_nc_cat=104, image/jpeg
